Time	Values[Ca]
0.029484867	0.349094093638448
0.147620899	0.373435333160542
0.312814778	0.344146723385644
0.445614618	0.373879840720067
0.566227379	0.341839728595424
0.699263097	0.366203193266489
0.724620082	0.806581379884596
0.79062687	1.0
0.840515264	0.88193431945531
0.922325941	0.715586217044644
1.017974848	0.57342377569059
1.090940065	0.608437644020494
1.167679344	0.557537072025878
1.223857844	0.635485935145917
1.302602094	0.538943315809607
1.38740057	0.643784893959343
1.42502326	0.804941146565706
1.508013332	0.611744781101873
1.634876884	0.437408876409874
1.743538446	0.338225881241447
1.845359519	0.394762810266858
1.96896008	0.633912377935369
2.046760814	0.5588483692833
2.138517719	0.505285195613442
2.26373012	0.368536858933986
2.333864789	0.46798655800823
2.401719295	0.280137619586846
2.548121486	0.339426051447788
2.608309927	0.326090821603334
2.681511023	0.35573503801813
2.861722528	0.323783827035306
2.949823309	0.353450268572356
3.17520563	0.310826428312556
3.367486273	0.343333274053228
3.588740712	0.394678354621965
3.641892098	0.880743038194813
3.782593882	0.730592795087591
3.831420821	0.636690551539262
3.874232847	0.679714448974595
3.953448856	0.572432523769101
4.072056646	0.586034458442371
4.150682957	0.492176664823728
4.220935566	0.588941537789398
4.301213029	0.457496177738232
4.370168304	0.583794139570807
4.421118154	0.44156502300655
4.521759832	0.524950215087214
4.587963185	0.374688844357398
4.669459357	0.554705558748284
4.727171069	0.597751680842474
4.783113689	0.681070196412287
4.846958254	0.584505351843597
4.934705217	0.622226271721573
4.953732784	0.528279577700738
5.02457509	0.611620319093598
5.029764427	0.493487963041773
5.116921693	0.544633014733628
5.181591833	0.429274385295461
5.293437761	0.257601080899329
5.349734199	0.33286511843398
5.424822326	0.319552114019656
5.512687229	0.354588208134813
5.603736497	0.317133992462572
5.691365521	0.357539739182399
5.752969235	0.311986593371782
5.811270645	0.341608584643843
5.888127864	0.288023185287976
5.943716666	0.379396181027403
6.065626761	0.317822978969054
6.091573444	0.744777035298493
6.188676938	0.90870701559717
6.235970664	0.849707514479775
6.347344833	0.688773514844277
6.454355242	0.62717808684206
6.488754253	0.522514313746179
6.559714499	0.603170228052092
6.62650755	0.439484726955729
6.680563139	0.565760463769103
6.743346248	0.493359055506962
6.784389183	0.576655346534321
6.855231489	0.659996088984154
6.906771036	0.504342840391355
6.988856904	0.670935421945509
7.08273672	0.569045375130751
7.123425836	0.660396145843614
7.200047176	0.612180398865166
7.257523009	0.660596173934895
7.280560518	0.475365385841722
7.318301148	0.633836812643268
7.33839017	0.515726680866965
7.424721859	0.585665516659488
7.442334153	0.523936738148843
7.515771128	0.548211301026941
7.564951885	0.44625457856736
7.631430431	0.628933892539604
7.740327872	0.524381245802199
7.765527604	0.629133921488965
7.844271855	0.532591301395887
7.946918504	0.570334447197311
7.967361345	0.444169837167304
8.047324303	0.659089292208728
8.098392092	0.514175349571299
8.185549358	0.565320400550841
8.223958311	0.369372533316219
8.301759045	0.294308523547599
8.392336556	0.267593613396788
8.479493821	0.318738664768809
8.569835453	0.297393406799128
8.642918609	0.329722449084925
8.836732465	0.327326552952011
8.983842293	0.370506027839561
